movieId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
16,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.5,4.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0
17,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0
18,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
19,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,4.0,2.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0
20,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.5,4.0,4.0,0.0,3.0,0.0
21,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.5,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0
22,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,2.5,4.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,0.0,4.0
23,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0
24,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,3.5,0.0,0.0,0.0,2.0,4.0
25,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,4.0,0.0,2.0,3.0,2.0,4.5,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
26,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
29,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.5,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0
31,2.5,3.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,3.0,0.0
32,0.0,4.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,4.5,5.0,3.0,2.5,4.0,4.5,4.0,0.0,4.0,4.5,0.0,0.0
34,0.0,0.0,4.0,5.0,3.0,2.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,3.0,0.0,4.0,4.0,3.5,4.0,0.0,3.5,0.0,0.0,4.0,3.0,0.0
35,0.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
36,0.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,5.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,4.5,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0
39,0.0,5.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,3.0,2.5,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
40,0.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0
42,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0
45,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
47,4.0,4.0,0.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,0.0,0.0,2.5,0.0,5.0,0.0,5.0,4.0,5.0,0.0,4.0,3.5,4.5,0.0,4.0,4.5,0.0,2.0
48,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0
50,0.0,4.0,0.0,0.0,2.0,4.0,0.0,5.0,2.0,5.0,5.0,0.0,2.0,4.0,5.0,4.5,5.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,2.0,4.5,4.0,0.0
52,3.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,2.5,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0
57,4.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0
58,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,3.5,4.0,3.0,0.0,0.0,5.0
60,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0
62,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
63,0.0,3.0,4.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,4.0,0.5,4.0,4.0
64,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0
69,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,0.0,4.5,4.0,4.0
70,0.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.5,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0
73,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
74,4.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,4.0,0.0
76,0.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0
78,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0
79,4.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
81,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0
82,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0
85,0.0,0.0,3.0,3.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
86,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0
89,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0
92,4.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0
94,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,2.0
95,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,1.5,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
97,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
100,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,3.0
101,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,0.0
105,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.5,3.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0
110,4.0,4.0,4.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,4.0,3.0,3.5,0.0,2.0,0.0,0.0,4.0
111,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,5.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,4.0,0.0
112,4.0,3.0,0.0,5.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.5,0.0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0
122,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0
123,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0
125,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,3.5,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
126,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
141,0.0,0.0,2.0,5.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
144,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.5,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
149,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0
150,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,3.5,3.0,0.0,0.0,3.0,0.0
151,0.0,4.0,2.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0
152,3.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
153,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.5,0.0,0.0
154,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0
157,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
158,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0
159,4.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
160,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,3.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
162,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0
163,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,4.5,4.0,4.0,4.0,0.0,0.0,0.0
164,0.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
165,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,4.0,0.0,2.5,0.0,2.0
166,0.0,3.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0
168,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
169,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0
170,0.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,2.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,3.0
172,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,3.5,4.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.0,0.0
173,0.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,4.0,4.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0
175,0.0,2.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0
176,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
177,4.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
179,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
180,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0
181,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
185,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,3.5,0.0,0.0,0.0,3.0,2.0
186,0.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0
193,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
194,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
196,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.5,0.0,5.0,0.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0
202,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0
207,2.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,4.0,0.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
208,0.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,0.0
209,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0
214,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
215,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,4.5,4.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
216,0.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,4.0
222,2.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
223,2.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.5,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
224,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0
225,0.0,3.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
229,4.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
